-1.739600e+01,1.190000e+01,-3.643500e+01,5.996975e+00
-1.837600e+01,1.169400e+01,-3.551800e+01,6.339767e+00
-1.834500e+01,1.239800e+01,-3.423900e+01,5.622131e+00
-1.730800e+01,1.326800e+01,-3.399900e+01,4.138626e+00
-1.633200e+01,1.344100e+01,-3.493700e+01,2.496781e+00
-1.638800e+01,1.277500e+01,-3.613300e+01,3.983766e+00
-1.934400e+01,1.217700e+01,-3.331900e+01,8.194375e+00
-2.038800e+01,1.131900e+01,-3.351100e+01,8.336891e+00
-2.036400e+01,1.069100e+01,-3.474700e+01,8.824049e+00
-1.940200e+01,1.084500e+01,-3.572900e+01,9.535341e+00
-2.133400e+01,1.112300e+01,-3.260400e+01,8.124766e+00
-2.171300e+01,9.967000e+00,-3.208100e+01,7.710317e+00
-2.270200e+01,1.025000e+01,-3.124900e+01,9.153312e+00
-2.287200e+01,1.157400e+01,-3.126300e+01,5.527977e+00
-2.201400e+01,1.207400e+01,-3.209400e+01,7.571104e+00
-2.187000e+01,1.328100e+01,-3.239700e+01,9.916792e+00
-2.391800e+01,1.198900e+01,-3.034600e+01,4.551760e+00
-2.511200e+01,1.257800e+01,-3.098700e+01,4.135530e+00
-2.619700e+01,1.251400e+01,-2.997400e+01,4.427486e+00
-2.588800e+01,1.339200e+01,-2.894000e+01,4.483266e+00
-2.462300e+01,1.321100e+01,-2.832400e+01,4.222019e+00
-2.348300e+01,1.293800e+01,-2.928100e+01,4.241924e+00
-2.129800e+01,8.561000e+00,-3.229700e+01,7.651575e+00
-2.003400e+01,8.245000e+00,-3.266300e+01,7.748712e+00
-1.969300e+01,6.945000e+00,-3.283200e+01,9.763980e+00
-2.053900e+01,5.980000e+00,-3.267200e+01,1.537744e+01
-2.179100e+01,6.220000e+00,-3.230100e+01,6.816559e+00
-2.217600e+01,7.525000e+00,-3.210700e+01,7.110917e+00
-2.260500e+01,5.178000e+00,-3.215500e+01,3.175400e+00
-2.389900e+01,5.204000e+00,-3.156900e+01,2.090138e+00
-2.463200e+01,3.950000e+00,-3.194800e+01,-6.841552e-01
-2.597800e+01,3.897000e+00,-3.127400e+01,-1.029388e-01
-2.589500e+01,3.937000e+00,-2.977700e+01,8.000651e-01
-2.511400e+01,5.156000e+00,-2.937700e+01,2.905095e+00
-2.377300e+01,5.259000e+00,-3.006800e+01,3.508638e+00
